头结点	边	尾节点
353	word2word	355
353	word2word	355
354	word2word	275
354	word2word	70
354	word2word	105
354	word2word	355
354	word2word	355
275	word2word	70
275	word2word	105
275	word2word	355
275	word2word	355
70	word2word	105
70	word2word	355
70	word2word	355
105	word2word	355
105	word2word	355
355	word2word	355
356	word2word	275
275	word2word	314
275	word2word	357
314	word2word	357
275	word2word	358
63	word2word	359
152	word2word	154
152	word2word	360
152	word2word	248
152	word2word	11
152	word2word	175
152	word2word	361
152	word2word	103
152	word2word	104
152	word2word	362
152	word2word	70
152	word2word	79
152	word2word	248
152	word2word	363
152	word2word	70
152	word2word	104
152	word2word	364
152	word2word	23
152	word2word	206
154	word2word	360
154	word2word	248
154	word2word	11
154	word2word	175
154	word2word	361
154	word2word	103
154	word2word	104
154	word2word	362
154	word2word	70
154	word2word	79
154	word2word	248
154	word2word	363
154	word2word	70
154	word2word	104
154	word2word	364
154	word2word	23
154	word2word	206
360	word2word	248
360	word2word	11
360	word2word	175
360	word2word	361
360	word2word	103
360	word2word	104
360	word2word	362
360	word2word	70
360	word2word	79
360	word2word	248
360	word2word	363
360	word2word	70
360	word2word	104
360	word2word	364
360	word2word	23
360	word2word	206
248	word2word	11
248	word2word	175
248	word2word	361
248	word2word	103
248	word2word	104
248	word2word	362
248	word2word	70
248	word2word	79
248	word2word	248
248	word2word	363
248	word2word	70
248	word2word	104
248	word2word	364
248	word2word	23
248	word2word	206
11	word2word	175
11	word2word	361
11	word2word	103
11	word2word	104
11	word2word	362
11	word2word	70
11	word2word	79
11	word2word	248
11	word2word	363
11	word2word	70
11	word2word	104
11	word2word	364
11	word2word	23
11	word2word	206
175	word2word	361
175	word2word	103
175	word2word	104
175	word2word	362
175	word2word	70
175	word2word	79
175	word2word	248
175	word2word	363
175	word2word	70
175	word2word	104
175	word2word	364
175	word2word	23
175	word2word	206
361	word2word	103
361	word2word	104
361	word2word	362
361	word2word	70
361	word2word	79
361	word2word	248
361	word2word	363
361	word2word	70
361	word2word	104
361	word2word	364
361	word2word	23
361	word2word	206
103	word2word	104
103	word2word	362
103	word2word	70
103	word2word	79
103	word2word	248
103	word2word	363
103	word2word	70
103	word2word	104
103	word2word	364
103	word2word	23
103	word2word	206
104	word2word	362
104	word2word	70
104	word2word	79
104	word2word	248
104	word2word	363
104	word2word	70
104	word2word	104
104	word2word	364
104	word2word	23
104	word2word	206
362	word2word	70
362	word2word	79
362	word2word	248
362	word2word	363
362	word2word	70
362	word2word	104
362	word2word	364
362	word2word	23
362	word2word	206
70	word2word	79
70	word2word	248
70	word2word	363
70	word2word	70
70	word2word	104
70	word2word	364
70	word2word	23
70	word2word	206
79	word2word	248
79	word2word	363
79	word2word	70
79	word2word	104
79	word2word	364
79	word2word	23
79	word2word	206
248	word2word	363
248	word2word	70
248	word2word	104
248	word2word	364
248	word2word	23
248	word2word	206
363	word2word	70
363	word2word	104
363	word2word	364
363	word2word	23
363	word2word	206
70	word2word	104
70	word2word	364
70	word2word	23
70	word2word	206
104	word2word	364
104	word2word	23
104	word2word	206
364	word2word	23
364	word2word	206
23	word2word	206
365	word2word	366
365	word2word	367
365	word2word	365
365	word2word	368
366	word2word	367
366	word2word	365
366	word2word	368
367	word2word	365
367	word2word	368
365	word2word	368
369	word2word	63
369	word2word	370
369	word2word	133
369	word2word	371
63	word2word	370
63	word2word	133
63	word2word	371
370	word2word	133
370	word2word	371
133	word2word	371
372	word2word	360
372	word2word	373
372	word2word	374
372	word2word	375
360	word2word	373
360	word2word	374
360	word2word	375
373	word2word	374
373	word2word	375
374	word2word	375
375	word2word	376
314	word2word	375
377	word2word	375
11	word2word	375
379	word2word	380
379	word2word	375
380	word2word	375
381	word2word	272
382	word2word	314
382	word2word	22
382	word2word	299
382	word2word	135
314	word2word	22
314	word2word	299
314	word2word	135
22	word2word	299
22	word2word	135
299	word2word	135
383	word2word	384
383	word2word	133
383	word2word	371
384	word2word	133
384	word2word	371
133	word2word	371
374	word2word	375
375	word2word	385
63	word2word	375
133	word2word	371
133	word2word	126
371	word2word	126
360	word2word	375
133	word2word	371
115	word2word	386
115	word2word	387
115	word2word	388
115	word2word	389
115	word2word	390
115	word2word	375
386	word2word	387
386	word2word	388
386	word2word	389
386	word2word	390
386	word2word	375
387	word2word	388
387	word2word	389
387	word2word	390
387	word2word	375
388	word2word	389
388	word2word	390
388	word2word	375
389	word2word	390
389	word2word	375
390	word2word	375
133	word2word	371
391	word2word	392
391	word2word	393
391	word2word	67
391	word2word	63
391	word2word	268
391	word2word	394
391	word2word	395
391	word2word	191
392	word2word	393
392	word2word	67
392	word2word	63
392	word2word	268
392	word2word	394
392	word2word	395
392	word2word	191
393	word2word	67
393	word2word	63
393	word2word	268
393	word2word	394
393	word2word	395
393	word2word	191
67	word2word	63
67	word2word	268
67	word2word	394
67	word2word	395
67	word2word	191
63	word2word	268
63	word2word	394
63	word2word	395
63	word2word	191
268	word2word	394
268	word2word	395
268	word2word	191
394	word2word	395
394	word2word	191
395	word2word	191
396	word2word	133
396	word2word	371
396	word2word	397
396	word2word	398
396	word2word	70
133	word2word	371
133	word2word	397
133	word2word	398
133	word2word	70
371	word2word	397
371	word2word	398
371	word2word	70
397	word2word	398
397	word2word	70
398	word2word	70
9	word2word	63
9	word2word	399
9	word2word	375
63	word2word	399
63	word2word	375
399	word2word	375
400	word2word	375
371	word2word	401
371	word2word	133
371	word2word	371
401	word2word	133
401	word2word	371
133	word2word	371
402	word2word	67
402	word2word	133
67	word2word	133
403	word2word	404
403	word2word	405
403	word2word	314
403	word2word	406
403	word2word	407
403	word2word	408
403	word2word	409
403	word2word	133
403	word2word	371
404	word2word	405
404	word2word	314
404	word2word	406
404	word2word	407
404	word2word	408
404	word2word	409
404	word2word	133
404	word2word	371
405	word2word	314
405	word2word	406
405	word2word	407
405	word2word	408
405	word2word	409
405	word2word	133
405	word2word	371
314	word2word	406
314	word2word	407
314	word2word	408
314	word2word	409
314	word2word	133
314	word2word	371
406	word2word	407
406	word2word	408
406	word2word	409
406	word2word	133
406	word2word	371
407	word2word	408
407	word2word	409
407	word2word	133
407	word2word	371
408	word2word	409
408	word2word	133
408	word2word	371
409	word2word	133
409	word2word	371
133	word2word	371
410	word2word	411
410	word2word	412
410	word2word	115
410	word2word	375
411	word2word	412
411	word2word	115
411	word2word	375
412	word2word	115
412	word2word	375
115	word2word	375
413	word2word	133
413	word2word	371
133	word2word	371
414	word2word	415
22	word2word	416
22	word2word	417
22	word2word	39
22	word2word	418
22	word2word	314
22	word2word	381
22	word2word	272
416	word2word	417
416	word2word	39
416	word2word	418
416	word2word	314
416	word2word	381
416	word2word	272
417	word2word	39
417	word2word	418
417	word2word	314
417	word2word	381
417	word2word	272
39	word2word	418
39	word2word	314
39	word2word	381
39	word2word	272
418	word2word	314
418	word2word	381
418	word2word	272
314	word2word	381
314	word2word	272
381	word2word	272
375	word2word	419
375	word2word	312
375	word2word	420
375	word2word	421
419	word2word	312
419	word2word	420
419	word2word	421
312	word2word	420
312	word2word	421
420	word2word	421
133	word2word	371
133	word2word	422
133	word2word	210
133	word2word	423
133	word2word	380
371	word2word	422
371	word2word	210
371	word2word	423
371	word2word	380
422	word2word	210
422	word2word	423
422	word2word	380
210	word2word	423
210	word2word	380
423	word2word	380
67	word2word	424
67	word2word	425
424	word2word	425
314	word2word	375
375	word2word	413
375	word2word	222
413	word2word	222
95	word2word	426
95	word2word	11
95	word2word	427
95	word2word	318
95	word2word	115
426	word2word	11
426	word2word	427
426	word2word	318
426	word2word	115
11	word2word	427
11	word2word	318
11	word2word	115
427	word2word	318
427	word2word	115
318	word2word	115
393	word2word	413
360	word2word	428
360	word2word	393
428	word2word	393
429	word2word	430
429	word2word	379
429	word2word	431
430	word2word	379
430	word2word	431
379	word2word	431
388	word2word	63
388	word2word	413
388	word2word	133
388	word2word	371
63	word2word	413
63	word2word	133
63	word2word	371
413	word2word	133
413	word2word	371
133	word2word	371
432	word2word	374
432	word2word	375
374	word2word	375
388	word2word	375
9	word2word	433
9	word2word	133
9	word2word	371
433	word2word	133
433	word2word	371
133	word2word	371
179	word2word	375
179	word2word	399
179	word2word	360
179	word2word	434
179	word2word	128
375	word2word	399
375	word2word	360
375	word2word	434
375	word2word	128
399	word2word	360
399	word2word	434
399	word2word	128
360	word2word	434
360	word2word	128
434	word2word	128
218	word2word	435
218	word2word	217
218	word2word	388
218	word2word	436
218	word2word	322
218	word2word	437
218	word2word	222
218	word2word	133
218	word2word	371
435	word2word	217
435	word2word	388
435	word2word	436
435	word2word	322
435	word2word	437
435	word2word	222
435	word2word	133
435	word2word	371
217	word2word	388
217	word2word	436
217	word2word	322
217	word2word	437
217	word2word	222
217	word2word	133
217	word2word	371
388	word2word	436
388	word2word	322
388	word2word	437
388	word2word	222
388	word2word	133
388	word2word	371
436	word2word	322
436	word2word	437
436	word2word	222
436	word2word	133
436	word2word	371
322	word2word	437
322	word2word	222
322	word2word	133
322	word2word	371
437	word2word	222
437	word2word	133
437	word2word	371
222	word2word	133
222	word2word	371
133	word2word	371
84	word2word	438
84	word2word	375
438	word2word	375
439	word2word	374
439	word2word	375
374	word2word	375
63	word2word	440
263	word2word	63
263	word2word	348
263	word2word	441
263	word2word	442
263	word2word	443
63	word2word	348
63	word2word	441
63	word2word	442
63	word2word	443
348	word2word	441
348	word2word	442
348	word2word	443
441	word2word	442
441	word2word	443
442	word2word	443
444	word2word	78
444	word2word	445
444	word2word	63
444	word2word	154
444	word2word	190
444	word2word	63
444	word2word	446
78	word2word	445
78	word2word	63
78	word2word	154
78	word2word	190
78	word2word	63
78	word2word	446
445	word2word	63
445	word2word	154
445	word2word	190
445	word2word	63
445	word2word	446
63	word2word	154
63	word2word	190
63	word2word	63
63	word2word	446
154	word2word	190
154	word2word	63
154	word2word	446
190	word2word	63
190	word2word	446
63	word2word	446
9	word2word	447
9	word2word	448
9	word2word	448
447	word2word	448
447	word2word	448
448	word2word	448
449	word2word	450
449	word2word	451
449	word2word	452
450	word2word	451
450	word2word	452
451	word2word	452
453	word2word	454
453	word2word	15
454	word2word	15
61	word2word	455
61	word2word	456
61	word2word	457
61	word2word	405
61	word2word	314
61	word2word	458
61	word2word	459
61	word2word	460
61	word2word	78
61	word2word	282
455	word2word	456
455	word2word	457
455	word2word	405
455	word2word	314
455	word2word	458
455	word2word	459
455	word2word	460
455	word2word	78
455	word2word	282
456	word2word	457
456	word2word	405
456	word2word	314
456	word2word	458
456	word2word	459
456	word2word	460
456	word2word	78
456	word2word	282
457	word2word	405
457	word2word	314
457	word2word	458
457	word2word	459
457	word2word	460
457	word2word	78
457	word2word	282
405	word2word	314
405	word2word	458
405	word2word	459
405	word2word	460
405	word2word	78
405	word2word	282
314	word2word	458
314	word2word	459
314	word2word	460
314	word2word	78
314	word2word	282
458	word2word	459
458	word2word	460
458	word2word	78
458	word2word	282
459	word2word	460
459	word2word	78
459	word2word	282
460	word2word	78
460	word2word	282
78	word2word	282
461	word2word	462
33	word2word	34
33	word2word	84
33	word2word	325
33	word2word	463
33	word2word	84
34	word2word	84
34	word2word	325
34	word2word	463
34	word2word	84
84	word2word	325
84	word2word	463
84	word2word	84
325	word2word	463
325	word2word	84
463	word2word	84
464	word2word	374
464	word2word	465
464	word2word	466
374	word2word	465
374	word2word	466
465	word2word	466
292	word2word	467
469	word2word	470
469	word2word	195
470	word2word	195
115	word2word	471
472	word2word	473
472	word2word	474
473	word2word	474
475	word2word	292
475	word2word	476
475	word2word	47
475	word2word	70
475	word2word	105
292	word2word	476
292	word2word	47
292	word2word	70
292	word2word	105
476	word2word	47
476	word2word	70
476	word2word	105
47	word2word	70
47	word2word	105
70	word2word	105
479	word2word	480
479	word2word	481
479	word2word	482
479	word2word	483
480	word2word	481
480	word2word	482
480	word2word	483
481	word2word	482
481	word2word	483
482	word2word	483
484	word2word	39
484	word2word	63
484	word2word	474
484	word2word	314
484	word2word	485
484	word2word	473
484	word2word	30
39	word2word	63
39	word2word	474
39	word2word	314
39	word2word	485
39	word2word	473
39	word2word	30
63	word2word	474
63	word2word	314
63	word2word	485
63	word2word	473
63	word2word	30
474	word2word	314
474	word2word	485
474	word2word	473
474	word2word	30
314	word2word	485
314	word2word	473
314	word2word	30
485	word2word	473
485	word2word	30
473	word2word	30
486	word2word	36
487	word2word	488
489	word2word	490
489	word2word	70
490	word2word	70
491	word2word	492
493	word2word	327
493	word2word	494
327	word2word	494
495	word2word	496
95	word2word	497
95	word2word	482
95	word2word	498
95	word2word	499
95	word2word	483
95	word2word	500
497	word2word	482
497	word2word	498
497	word2word	499
497	word2word	483
497	word2word	500
482	word2word	498
482	word2word	499
482	word2word	483
482	word2word	500
498	word2word	499
498	word2word	483
498	word2word	500
499	word2word	483
499	word2word	500
483	word2word	500
9	word2word	501
502	word2word	503
278	word2word	443
506	word2word	507
508	word2word	374
508	word2word	509
508	word2word	65
374	word2word	509
374	word2word	65
509	word2word	65
510	word2word	41
510	word2word	325
510	word2word	511
510	word2word	512
41	word2word	325
41	word2word	511
41	word2word	512
325	word2word	511
325	word2word	512
511	word2word	512
513	word2word	514
515	word2word	516
515	word2word	6
515	word2word	517
515	word2word	518
515	word2word	6
516	word2word	6
516	word2word	517
516	word2word	518
516	word2word	6
6	word2word	517
6	word2word	518
6	word2word	6
517	word2word	518
517	word2word	6
518	word2word	6
95	word2word	519
520	word2word	521
520	word2word	522
521	word2word	522
523	word2word	475
525	word2word	22
113	word2word	350
113	word2word	526
350	word2word	526
527	word2word	528
527	word2word	79
528	word2word	79
529	word2word	530
529	word2word	531
530	word2word	531
18	word2word	532
18	word2word	496
532	word2word	496
533	word2word	249
